,movie_title,review_content,review_score
12753,Salvo,There's lots to love about Salvo.,3/5
12754,Samaritan Girl (Samaria),A wholly unique tale that gives expressive voice to the pains of childhood and the parents forced to bear witness.,B+
12755,Samba,"""Samba"" is a love story set in a contemporary world brimming with immigration issues, but it manages to be neither political drama, nor bubbly romance, somehow getting away with being labeled as a comedy.",C-
12756,Same Boat,The laughs are few and far between in this travelogue/cruise ship misadventure that seems more promising as the starting point for a remake.,1.5/4
12757,Same Kind of Different As Me,"It can be hard to disagree with the heart and events of this true tale, except for when the movie reveals itself to be mighty self-congratulatory.",2/4
12758,Sami Blood,First-time filmmaker Amanda Kernell does a superb job of establishing the central character and her rural environs...,2/4
12759,Sammy's Adventures 2 (Sammy's avonturen 2),Sammy's Painfully Long Incarceration would be a better title for this sequel to 2010's A Turtle's Tale: Sammy's Adventures.,2/5
12760,Sample This,"The movie provides a vivid sense of the period, as well as an intriguing backstage look at the making of improbable pop classics.",3/4
12761,SamSam,"Plays like what it is, a quick and pretty, but ill-thought-through attempt to cash in on a popular French kids' cartoon.",1.5/4
12762,Samsara,An enthralling non-narrative documentary with images from five continents that becomes a guided meditation on the wheel of life and death; one of the best films of 2012 that you will treasure all your life.,5/5
12763,Samson,A respectful and heartfelt portrayal of a story whose power is undimmed over the millennia.,B-
12764,Samurai Marathon,A measured and intricate depiction of a timeless fight for honour and culture in ever-changing times. Well worth your time.,4/5
12765,San Andreas,"This is a film that knows what it is and makes no excuses, happily owning its more cringe worthy moments while standing proud by its action spectacle.",3/5
12766,San Francisco,The most interesting thing about this film was its phenomenal re-enactment of the San Francisco earthquake.,3/5
12767,Sanctum,"Suffocating, nerve-fraying and deeply uncomfortable to watch. Just not in the ways intended.",2/5
12768,Sand Castle,"An Iraq War combat picture that fails to surprise, generic in the extreme.",2/4
12769,Sand Dollars (Dolares de Arena),The movie stands out because the directors opt to show us situations that feel real instead of trying to dramatize everything to get a reaction from the audience. [Full review in Spanish],3.5/5
12770,The Sand Pebbles,Classic war tale suffers from unwieldly running time.,76/100
12771,The Sandlot,Old baseball wisdom: The best teams win with strong fundamentals. So do the best movies.,B+
12772,The Sandlot 2,"Certainly funny, charming, and sincere enough to earn a solid B+ from the Sandlot-faithful. (And there are lots of us!)",3.5/5
12773,The Sandpiper,Don't let it fool you. It's the same old Hollywood stuff.,2/5
12774,Sands of Iwo Jima,"one of the better U.S. propaganda films of the 40s, filled with American ideals and values",B-
12775,Sandy Wexler,"Just when you thought Sandler couldn't embarrass himself any further, he drops the laughless mess known as Sandy Wexler on Netflix subscribers.",2/10
12776,Sangre De Mi Sangre,"In his impressive feature debut, Christopher Zalla blends successfully the conventions of a political thriller with those of a family melodrama, set against the context of two timely issues, illegal Mexican immigration and stolen identity.",B+
12777,Sanjuro (Tsubaki Sanjûrô),"Short and sweet. If you haven't seen Yojimbo, go rent that before this. If you haven't seen Seven Samurai, go rent that before Yojimbo. And once you've done those two, graduate to Sanjuro.",5/5
12778,Santa & Andrés,"Their eventual emotional, if not political, understanding is wonderfully portrayed by the actors and smartly delineated in the screenplay.",B+
12779,Santa Buddies,...immediately establishes itself as a pointless and downright interminable family comedy that's almost entirely lacking in elements designed to appeal to older viewers.,0.5/4
12780,Santa Claus Conquers the Martians,"The plot, such as it is, proves it is possible to insult the intelligence of a three-year-old.",1/5
12781,Santa Claus Is Comin' to Town,So overall it is an odd trippy little film but I enjoyed watching it.,8/10
12782,Santa Claus: The Movie,"Little kids will probably like most of this movie. The weakness is that larger kids and parents, deputized to escort the little ones, are likely to find a lot of it a little thin.",2.5/4
12783,The Santa Clause 3: The Escape Clause,"The pogo vibe of the first two films is missing from the new picture, but what it lacks in bellylaughs in makes up for in reliable entertainment value - an increasingly lost art.",B
12784,Santa Fe Trail,Revels in its inaccuracies.,B-
12785,Santa Sangre,"The quality that Jodorowsky has above all is passionate sincerity. Apart from his wildly creative style, apart from his images, apart from his story inventions, he has strong moral feelings.",4/4
12786,Santa's Apprentice (L'apprenti Pere Noel),"Cheap, cheerful and utterly forgettable C-grade cartoon.",2/5
12787,Santoalla,Andrew Becker and Daniel Mehrer get close to their subjects only to retreat when things get truly dangerous.,2.5/4
12788,The Saphead,Slightly amusing.,B-
12789,Saraband,"Ingmar Bergman has said that Saraband, his bleak made-for- television epilogue to Scenes From a Marriage, will be his final statement on film. For the great Swedish writer and director, final turns out to mean unbendingly severe.",4/5
12790,Sarafina!,This movie doesn't know what it believes.,2/4
12791,Sarah Landon and the Paranormal Hour,"Either flush with cash or in possession of incriminating photographs of a Freestyle Releasing executive, somehow this family pushed their tween mystery into a theatrical release this weekend, despite making a picture almost completely devoid of polish.",C-
12792,Sarah Silverman: Jesus Is Magic,"Even if the only place ""Jesus is Magic"" ever shows up is on HBO, it's worth your time to check the flick out.",4/5
12793,Sarah Silverman: We are Miracles,"The inimitable stamp of Silverman's dark, tart personality is again on rich display in her latest stand-up comedy offering.",B
12794,Sarah's Key,Sarah's Key exposes an unfamiliar historical event to compelling dramatisation and powerful visual storytelling.,4/5
12795,Sassy Pants,"Sassy Pants has a slightly ludic atmosphere akin to another tale of teen alienation, Dear Lemon Lima, but it unfolds like a fable in which only Bethany doesn't feel like a canned caricature.",2/4
12796,Satan Hates You,"A dull, disgusting and underwhelming semi-satire that's bold in its concepts, but neither scary, funny nor clever in its execution.",4.021/10
12797,Satanic Panic,Satanic Panic is a delightful gore-fest that delivers side-splitting laughs horror fans will absolutely adore.,9.5/10
12798,Satan's Playground,"At the end of the day, Satan's Playground let me down, a fact that I attribute primarily to the bad acting, nonsensical storyline, and lack of an appearance by the monster.",2.5/5
12799,Saturday Church,Saturday Church is a racially and sexually diverse rumination on identity that defies simple definition in its low-key elegance.,8.9/10
12800,Saturday Night And Sunday Morning,"Not much fun, but an archetype of its genre.",3/5
12801,Saturday Night Fever,"There's a lot in the movie that's sad and painful, but after a few years what you remember is John Travolta on the dance floor in that classic white disco suit, and the Bee Gees on the soundtrack.",4/4
12802,Saturday the 14th,"Two great comic actors, one lousy movie.",2/5
12803,Saturn 3,Not one of Donen's best.,1/5
12804,Sausage Party,"Sausage Party is quintessential Rogen, offering no more and no less than we have come to expect.",6.5/10
12805,Savage Dog,"It's another bruiser from Adkins, who does what he can with a movie that's not particularly attentive to detail or drama.",C
12806,Savage Grace,"This film has plenty of strong performances and provocative themes, but is too episodic to come together.",3/5
12807,Savage Sam,This 1963 sequel to Old Yeller is every bit as bad as the first movie was good.,4/10
12808,The Savages,"Jenkins makes a huge leap forward in her sophomore film, a serio comedy that effortlessly blends humor and pathos in a tale of a dysfunctional family in which the two misfit siblings are splendidly played by Laura Linney and Philip Seymour Hoffman.",B+
12809,Savages,The perfect Stone-r movie.,4/5
12810,Savannah,The film is impossible to take seriously as a commemoration of Moultrie's life or Allen's prolific status because of its plethora of contrivances.,0.5/4
12811,Save Me,A sensitive exploration of the motivations behind both the people conducting this dubious therapy and those seeking treatment.,3/4
12812,Save The Date,"Smart, funny, sexy, sad and refreshingly devoid of clichés, Save The Date occupies a higher evolutionary plane than most other wedding-themed romantic comedies.",A-
12813,Save the Last Dance,"A formula fish out of water, dancer flick.",6/10
12814,Save the Tiger,Save the Tiger is essentially a virtuoso piece of movie acting. Jack Lemmon holds the movie together by the sheer force of his performance as Harry; he makes this character so convincing that we're fascinated.,3/4
12815,Saved!,This is a film that sees only in black-and-white.,0.5/4
